key,en,ar,notes
orders.fulfillment.methodDescription,Choose a different shipping method from the one customer selected,اختر طريقة شحن مختلفة عن التي اختارها العميل,
orders.fulfillment.number,Fulfillment #{{number}},تنفيذ #{{number}},
orders.fulfillment.requiresShipping,Requires shipping,يتطلب الشحن,
orders.fulfillment.sendNotificationHint,Notify customers about the created fulfillment.,إخطار العملاء حول التنفيذ المُنشأ.,
orders.fulfillment.shippingFromLabel,Shipping from,Shipping from,
orders.fulfillment.status.canceled,Canceled,Canceled,
orders.fulfillment.status.delivered,Delivered,Delivered,
orders.fulfillment.status.fulfilled,Fulfilled,Fulfilled,
orders.fulfillment.status.notFulfilled,Not fulfilled,Not fulfilled,
orders.fulfillment.status.partiallyDelivered,Partially delivered,Partially delivered,
orders.fulfillment.status.partiallyFulfilled,Partially fulfilled,Partially fulfilled,
orders.fulfillment.status.partiallyReturned,Partially returned,Partially returned,
orders.fulfillment.status.partiallyShipped,Partially shipped,Partially shipped,
orders.fulfillment.status.requiresAction,Requires action,Requires action,
orders.fulfillment.status.returned,Returned,Returned,
orders.fulfillment.status.shipped,Shipped,Shipped,
orders.fulfillment.statusLabel,Fulfillment status,حالة التنفيذ,
orders.fulfillment.statusTitle,Fulfillment Status,حالة التنفيذ,
orders.fulfillment.toast.canceled,Fulfillment successfully canceled,Fulfillment successfully canceled,
orders.fulfillment.toast.created,Fulfillment created successfully,Fulfillment created successfully,
orders.fulfillment.toast.fulfillmentDelivered,Fulfillment marked as delivered successfully,Fulfillment marked as delivered successfully,
orders.fulfillment.toast.fulfillmentPickedUp,Fulfillment marked as picked up successfully,,
orders.fulfillment.toast.fulfillmentShipped,Cannot cancel an already shipped fulfillment,Cannot cancel an already shipped fulfillment,
orders.fulfillment.trackingLabel,Tracking,Tracking,
orders.fulfillment.unfulfilledItems,Unfulfilled Items,العناصر غير المنفذة,
orders.giftCardsStoreCreditLines,Gift cards & credit lines,,
orders.list.noRecordsMessage,Your orders will show up here.,ستظهر طلباتك هنا.,
orders.onDateFromSalesChannel,{{date}} from {{salesChannel}},{{date}} من {{salesChannel}},
orders.orderCanceled,Order canceled successfully,تم إلغاء الطلب,
orders.payment.capture,Capture payment,استلام الدفع,
orders.payment.capturePayment,Payment of {{amount}} will be captured.,سيتم استلام الدفع بمبلغ {{amount}}.,
orders.payment.capturePaymentSuccess,Payment of {{amount}} successfully captured,تم استلام الدفع بمبلغ {{amount}} بنجاح,
orders.payment.capture_short,Capture,استلام,
orders.payment.createRefund,Create Refund,إنشاء استرداد,
orders.payment.createRefundWrongQuantity,Quantity should be a number between 1 and {{number}},يجب أن تكون الكمية رقمًا بين 1 و {{number}},
orders.payment.isReadyToBeCaptured,Payment <0/> is ready to be captured.,الدفع <0/> جاهز للاستلام.,
orders.payment.markAsPaid,Mark as paid,وضع علامة مدفوع,
orders.payment.markAsPaidPayment,Payment of {{amount}} will be marked as paid.,سيتم وضع علامة مدفوع على الدفع بمبلغ {{amount}}.,
orders.payment.markAsPaidPaymentSuccess,Payment of {{amount}} successfully marked as paid,تم وضع علامة مدفوع على الدفع بمبلغ {{amount}} بنجاح,
orders.payment.paymentLink,Copy payment link for {{ amount }},نسخ رابط الدفع لـ {{ amount }},
orders.payment.refund,Refund,استرداد,
orders.payment.refundAmount,Refund {{ amount }},استرداد {{ amount }},
orders.payment.refundPaymentSuccess,Refund of amount {{amount}} successful,تم استرداد المبلغ {{amount}} بنجاح,
orders.payment.selectPaymentToRefund,Select payment to refund,اختر الدفع للاسترداد,
orders.payment.status.authorized,Authorized,مصرح به,
orders.payment.status.awaiting,Awaiting,في انتظار,
orders.payment.status.canceled,Canceled,ملغى,
orders.payment.status.captured,Captured,تم الاستلام,
orders.payment.status.notPaid,Not paid,غير مدفوع,
orders.payment.status.partiallyAuthorized,Partially authorized,مصرح به جزئيًا,
orders.payment.status.partiallyCaptured,Partially captured,تم استلامه جزئيًا,
orders.payment.status.partiallyRefunded,Partially refunded,تم استرداده جزئيًا,
orders.payment.status.refunded,Refunded,تم استرداده,
orders.payment.status.requiresAction,Requires action,يتطلب إجراء,
orders.payment.statusLabel,Payment status,حالة الدفع,
orders.payment.statusTitle,Payment Status,حالة الدفع,
orders.payment.title,Payments,المدفوعات,
orders.payment.totalPaidByCustomer,Total paid by customer,إجمالي المدفوع من قبل العميل,
orders.payment.totalStoreCreditRefunds,Total store credit refunds,,
orders.refund.error.amountNegative,Refund amount must be a positive number.,يجب أن يكون مبلغ الاسترداد رقمًا موجبًا.,
orders.refund.error.amountToLarge,Cannot refund more than the original order amount.,لا يمكن استرداد أكثر من المبلغ الأصلي للطلب.,
orders.refund.error.reasonRequired,Please select a refund reason.,يرجى اختيار سبب الاسترداد.,
orders.refund.sendNotificationHint,Notify customers about the created refund.,إخطار العملاء بالاسترداد المُنشأ.,
orders.refund.systemPayment,System payment,الدفع بالنظام,
orders.refund.systemPaymentDesc,"One or more of your payments is a system payment. Be aware, that captures and refunds are not handled by Medusa for such payments.",واحدة أو أكثر من دفعاتك هي دفعة نظام. كن على علم بأن الاستلام والاسترداد لا يتم التعامل معها بواسطة Medusa لمثل هذه الدفعات.,
orders.refund.title,Create Refund,إنشاء استرداد,
orders.reservations.allocatedLabel,Allocated,مخصص,
orders.reservations.notAllocatedLabel,Not allocated,غير مخصص,
orders.return,Return,إرجاع,
orders.returns.activeChangeError,There is an active order change in progress on this order. Please finish or discard the change first.,هناك تغيير نشط في الطلب قيد التقدم على هذا الطلب. يرجى إنهاء أو إلغاء التغيير أولاً.,
orders.returns.cancel.description,Are you sure you want to cancel the return request?,هل أنت متأكد أنك تريد إلغاء طلب الإرجاع؟,
orders.returns.cancel.title,Cancel Return,إلغاء الإرجاع,
orders.returns.confirm,Confirm Return,تأكيد الإرجاع,
orders.returns.confirmText,You are about to confirm a Return. This action cannot be undone.,أنت على وشك تأكيد الإرجاع. لا يمكن التراجع عن هذا الإجراء.,
orders.returns.create,Create Return,إنشاء إرجاع,
orders.returns.damagedItemReceived,Damaged items received,تم استلام العناصر التالفة,
orders.returns.damagedItemsReturned,{{quantity}}x damaged items returned,تم إرجاع {{quantity}}x عناصر تالفة,
orders.returns.estDifference,Estimated difference,,
orders.returns.inbound,Inbound,وارد,
orders.returns.inboundShipping,Return shipping,شحن الإرجاع,
orders.returns.inboundShippingHint,Choose which method you want to use.,اختر الطريقة التي تريد استخدامها.,
orders.returns.inboundTotal,Inbound total,إجمالي الوارد,
orders.returns.itemReceived,Items received,تم استلام العناصر,
orders.returns.location,Location,الموقع,
orders.returns.locationHint,Choose which location you want to return the items to.,اختر الموقع الذي تريد إرجاع العناصر إليه.,
orders.returns.noInventoryLevel,No inventory level,لا يوجد مستوى مخزون,
orders.returns.noInventoryLevelDesc,The selected location does not have an inventory level for the selected items. The return can be requested but can’t be received until an inventory level is created for the selected location.,الموقع المحدد لا يحتوي على مستوى مخزون للعناصر المحددة. يمكن طلب الإرجاع ولكن لا يمكن استلامه حتى يتم إنشاء مستوى مخزون للموقع المحدد.,
orders.returns.note,Note,ملاحظة,
orders.returns.noteHint,You can type freely if you want to specify something.,يمكنك الكتابة بحرية إذا كنت تريد تحديد شيء ما.,
orders.returns.outbound,Outbound,صادر,
orders.returns.outstandingAmount,Outstanding amount,المبلغ المستحق,
orders.returns.panel.description,There is an open return request to be completed,هناك طلب إرجاع مفتوح ليتم إكماله,
orders.returns.panel.title,Return initiated,تم بدء الإرجاع,
orders.returns.placeholders.noReturnShippingOptions.hint,No return shipping options were created for the location. You can create one at <LinkComponent>Location & Shipping</LinkComponent>.,لم يتم إنشاء خيارات شحن الإرجاع للموقع. يمكنك إنشاء واحدة في <LinkComponent>الموقع والشحن</LinkComponent>.,
orders.returns.placeholders.noReturnShippingOptions.title,No return shipping options found,لم يتم العثور على خيارات شحن الإرجاع,
orders.returns.placeholders.outboundShippingOptions.hint,No outbound shipping options were created for the location. You can create one at <LinkComponent>Location & Shipping</LinkComponent>.,لم يتم إنشاء خيارات الشحن الصادرة للموقع. يمكنك إنشاء واحدة في <LinkComponent>الموقع والشحن</LinkComponent>.,
